"장소ID","장소명","도로명주소","위도","경도","등록일시","수정일시","지번주소","사용여부"
289,"하고수동해수욕장","",33.4973684,126.9460835,18/05/31,18/05/31,"제주특별자치도 제주시 우도면 연평리 2609","y"
282,"공항","제주특별자치도 제주시 다호6길 15",33.4991412,126.4940957,18/05/30,18/05/30,"제주특별자치도 제주시 용담2동 1869-2","y"
283,"애월 해안도로","제주특별자치도 제주시 다호6길 15",33.4796117,126.4164854,18/05/30,18/05/30,"제주특별자치도 제주시 애월읍 하귀1리 709","y"
294,"비자림","",33.4804255,126.8071463,18/05/31,18/05/31,"제주특별자치도 제주시 구좌읍 평대리 3017","y"
292,"교래자연휴양림","제주특별자치도 제주시 남조로 2023 교래자연휴양림",33.4374471,126.6618011,18/05/31,18/05/31,"제주특별자치도 제주시 조천읍 교래리 산119","y"
293,"이호해수욕장","",33.4851838,126.4605029,18/05/31,18/05/31,"제주특별자치도 제주시 노형동 3744-4","y"
295,"제주허브동산","",33.324744,126.8152373,18/05/31,18/05/31,"제주특별자치도 서귀포시 표선면 표선리 2530","y"
296,"한라수목원","",33.4695392,126.4907231,18/05/31,18/05/31,"제주특별자치도 제주시 연동 996-2","y"
297,"비자림","",33.4612383,126.798932,18/05/31,18/05/31,"제주특별자치도 제주시 구좌읍 송당리 산218","y"
298,"절물자연휴양림 ","",33.4243152,126.631174,18/05/31,18/05/31,"제주특별자치도 제주시 조천읍 교래리 산137-29","y"
300,"협재해수욕장","",33.3807275,126.2296422,18/05/31,18/05/31,"제주특별자치도 제주시 한림읍 금능리 1188","y"
306,"용왕난드르향토음식","제주특별자치도 서귀포시 대평감산로 8",33.2354175,126.3669632,18/06/01,18/06/01,"제주특별자치도 서귀포시 안덕면 창천리 876-11","y"
308,"안거리밖거리","제주특별자치도 서귀포시 솔동산로 6-1",33.2442563,126.5641243,18/06/01,18/06/01,"제주특별자치도 서귀포시 송산동 584-3","y"
315,"협재 해조대팬션 ","제주특별자치도 제주시 연북로 218 신화위더스빌 더샵",33.3938012,126.2405959,18/06/03,18/06/03,"제주특별자치도 제주시 한림읍 협재리 1750-4","y"
312,"코코비치 리조트","제주특별자치도 서귀포시 태평로92번길 37 코코비치리조트",33.2410482,126.5316374,18/06/01,18/06/01,"제주특별자치도 서귀포시 대륜동 1616-8","y"
313,"비스타케이월드컵","제주특별자치도 서귀포시 김정문화로41번길 10-6 비스타케이호텔",33.2519324,126.5097695,18/06/01,18/06/01,"제주특별자치도 서귀포시 대륜동 745-1","y"
314,"제주공항","",33.4865985,126.5135292,18/06/03,18/06/03,"제주특별자치도 제주시 오라동 1469-7","y"
316,"비양도","제주특별자치도 제주시 연북로 218 신화위더스빌 더샵",33.4050299,126.2299065,18/06/03,18/06/03,"제주특별자치도 제주시 한림읍 협재리 1750-4","y"
317,"우도","제주특별자치도 제주시 연북로 218 신화위더스빌 더샵",33.501354,126.9576638,18/06/03,18/06/03,"제주특별자치도 제주시 우도면 연평리 1554-1","y"
318,"제주당처물동굴","",33.5573044,126.7855995,18/06/03,18/06/03,"제주특별자치도 제주시 구좌읍 월정리 803","y"
320,"동복어촌체험장","",33.5556929,126.7188708,18/06/03,18/06/03,"제주특별자치도 제주시 구좌읍 동복리 687-7","y"
324,"옐로우 스토어","제주특별자치도 제주시 거문오름길 23-58",33.4255439,126.657114,18/06/05,18/06/05,"제주특별자치도 제주시 조천읍 교래리 732-3","y"
325,"흙돼지박스","제주특별자치도 서귀포시 신양로 100",33.436379,126.9203815,18/06/05,18/06/05,"제주특별자치도 서귀포시 성산읍 고성리 203-5","y"
326,"흑돼지천국","제주특별자치도 서귀포시 이어도로 137 갈치명가횟집",33.2397517,126.4370133,18/06/05,18/06/05,"제주특별자치도 서귀포시 중문동 2066-1","y"
331,"숲애","",33.4355237,126.672805,18/06/05,18/06/05,"제주특별자치도 제주시 조천읍 교래리 산56","y"
332,"함덕그때그집","",33.5285763,126.6715858,18/06/05,18/06/05,"제주특별자치도 제주시 조천읍 함덕리 759","y"
333,"삼다공원","제주특별자치도 제주시 연사3길 14 오라뜨래별아파트",33.4878991,126.5118267,18/06/05,18/06/05,"제주특별자치도 제주시 오라동 1477","y"
334,"예스렌트카","제주특별자치도 제주시 연사3길 14 오라뜨래별아파트",33.476021,126.4406514,18/06/05,18/06/05,"제주특별자치도 제주시 애월읍 광령리 1637","y"
335,"제주공항","제주특별자치도 제주시 다호6길 15",33.4975929,126.4941274,18/06/05,18/06/05,"제주특별자치도 제주시 용담2동 1807-1","y"
336,"소다공","제주특별자치도 서귀포시 중산간동로 3235",33.4491429,126.8801582,18/06/05,18/06/05,"제주특별자치도 서귀포시 성산읍 수산리 1292-1","y"
337,"도착","",33.4961157,126.4982644,18/06/05,18/06/05,"제주특별자치도 제주시 연동 98-2","y"
344,"제주공항","",33.4844715,126.485999,18/06/07,18/06/07,"제주특별자치도 제주시 노형동 943","y"
345,"제주한화리조트","",33.4438594,126.6264306,18/06/07,18/06/07,"제주특별자치도 제주시 봉개동 산65","y"
229,"123","제주특별자치도 서귀포시 영실로 492",33.3660473,126.5472244,18/01/18,18/01/18,"제주특별자치도 서귀포시 남원읍 하례리 산1-7",""
236,"위미항활어회센터","제주특별자치도 서귀포시 위미중앙로196번길 6-13 제주해양경비안전서 위미출장소",33.2715584,126.6629557,18/04/25,18/04/25,"제주특별자치도 서귀포시 남원읍 위미리 1757-12","y"
113,"제주도","",33.432759,126.5155157,18/02/20,18/02/20,"제주특별자치도 제주시 오라동 산63","y"
205,"웰컴센터","",33.4901841,126.5083011,18/03/24,18/03/24,"제주특별자치도 제주시 오라동 2052","y"
204,"친구집","",33.383943,126.2280103,18/03/24,18/03/24,"제주특별자치도 제주시 한림읍 금능리 1244","y"
1012,"협재해수욕장","",33.394261,126.2399011,18/08/08,18/08/08,"제주특별자치도 제주시 한림읍 협재리 2514","y"
214,"우진해장국","제주특별자치도 제주시 선덕로3길 40",70.223,120.111,18/01/18,18/01/18,"지번주소..",""
212,"우진해장국23","제주특별자치도 제주시 선덕로3길 40",70.223,120.111,18/01/18,18/01/18,"지번주소..",""
170,"우리집","",33.4064907,126.5222816,18/03/03,18/03/03,"제주특별자치도 제주시 오라동 산107","y"
137,"비밀의집","",33.3397138,126.5161513,18/02/27,18/02/27,"제주특별자치도 서귀포시 대천동 산1-1","y"
258,"친구네집","",33.47793,126.6455142,18/05/07,18/05/07,"제주특별자치도 제주시 조천읍 와흘리 750","y"
269,"모텔","제주특별자치도 제주시 문연로 18 제주지방경찰청",33.489218,126.4998152,18/05/09,18/05/09,"제주특별자치도 제주시 연동 312-58","y"
201,"우진해장국23","제주특별자치도 제주시 선덕로3길 40",70.223,120.111,18/01/18,18/01/18,"지번주소..",""
206,"친구집","",33.5325577,126.672636,18/03/25,18/03/25,"제주특별자치도 제주시 조천읍 함덕리 858","y"
207,"우리집","",33.477033,126.357484,18/03/25,18/03/25,"제주특별자치도 제주시 애월읍 신엄리 2786-7","y"
1024,"칠십리 시공원","제주특별자치도 서귀포시 중산간동로8183번길 12",33.2459749,126.5547713,18/08/08,18/08/08,"제주특별자치도 서귀포시 천지동 2565","y"
159,"지후 스팟","",33.5259411,126.7743529,18/03/03,18/03/03,"제주특별자치도 제주시 구좌읍 행원리 3334","y"
102,"황금손가락","제주특별자치도 제주시1100로2894-49",126.382101,33.406249,18/04/05,18/04/05,"제주특별자치도 제주시 노형동 291-21","y"
208,"친구집","",33.4389614,126.9188933,18/03/25,18/03/25,"제주특별자치도 서귀포시 성산읍 고성리 488","y"
213,"우진해장국","제주특별자치도 제주시 선덕로3길 40",70.223,120.111,18/01/18,18/01/18,"지번주소..",""
209,"친구1집","",33.4658459,126.496526,18/03/25,18/03/25,"제주특별자치도 제주시 연동 산62","y"
112,"우진해장국","제주특별자치도 제주시 선덕로3길 40",70.223,120.111,18/01/04,18/01/04,"",""
1068,"하나로마트 성산점","",33.4469646,126.9127044,18/08/10,18/08/10,"제주특별자치도 서귀포시 성산읍 고성리 1093-13","y"
1069,"엘로우스토어","",33.4240549,126.6326587,18/08/10,18/08/10,"대한민국","y"
1070,"고기국수","",33.5079017,126.5324645,18/08/10,18/08/10,"제주특별자치도 제주시 일도2동 996-3","y"
1071,"제주시청","",33.4991228,126.5301048,18/08/10,18/08/10,"제주특별자치도 제주시 이도2동 1938-1","y"
200,"우진해장국23","제주특별자치도 제주시 선덕로3길 40",70.223,120.111,18/01/18,18/01/18,"지번주소..",""
1075,"키아오라 리조트","제주특별자치도 서귀포시 난고로42번길 3",33.4342904,126.9046476,18/08/10,18/08/10,"제주특별자치도 서귀포시 성산읍 고성리 1803-1","y"
1076,"자매국수","제주특별자치도 제주시 삼성로 65",33.5080485,126.5323443,18/08/10,18/08/10,"제주특별자치도 제주시 일도2동 1034-19","y"
1077,"우도","",33.5054154,126.9631551,18/08/10,18/08/10,"제주특별자치도 제주시 우도면 연평리 174","y"
1078,"성산일출봉","",33.4528242,126.9212522,18/08/10,18/08/10,"제주특별자치도 서귀포시 성산읍 오조리 57-9","y"
126,"제주관광공사 샘플","",33.4282506,126.3916531,18/02/21,18/02/21,"제주특별자치도 제주시 애월읍 유수암리 3256","y"
101,"수복강녕","제주특별자치도 제주시 연동 선덕로3길 40",126.362101,33.406247,18/04/05,18/04/05,"제주특별자치도 제주시 연동 312-35","y"
192,"오설록 옆집","",33.3049051,126.3603952,18/03/03,18/03/03,"제주특별자치도 서귀포시 안덕면 동광리 산3-4","y"
203,"외할아버지집","",33.3406641,126.3710805,18/03/24,18/03/24,"제주특별자치도 서귀포시 안덕면 광평리 산79","y"
1035,"에코랜드","제주특별자치도 서귀포시 일출로 86",33.4554716,126.6660599,18/08/08,18/08/08,"제주특별자치도 서귀포시 성산읍 성산리 1","y"
1057,"세화그때그집","제주특별자치도 서귀포시 성산중앙로37번길 9",33.5271076,126.8548165,18/08/09,18/08/09,"대한민국","y"
215,"우진해장국","",70.223,120.111,18/01/18,18/01/18,"지번주소..",""
216,"우진해장국","",33.3871059,126.5841517,18/01/18,18/01/18,"지번주소..",""
224,"갑마장길","",33.3856307,126.7388614,18/04/19,18/04/19,"제주특별자치도 서귀포시 표선면 가시리 산53","y"
281,"제주공항","",33.4886622,126.4831946,18/05/30,18/05/30,"제주특별자치도 제주시 연동 2335-1","y"
284,"협재해수욕장","제주특별자치도 제주시 금능남로 127 라온프라이빗타운",33.3794645,126.2450381,18/05/30,18/05/30,"제주특별자치도 제주시 한림읍 협재리 2838","y"
285,"벨류호텔","제주특별자치도 서귀포시 김정문화로 51",33.2513125,126.5102987,18/05/30,18/05/30,"제주특별자치도 서귀포시 대륜동 745-5","y"
286,"제주 공룡랜드","",33.4401626,126.4369426,18/05/30,18/05/30,"제주특별자치도 제주시 애월읍 광령리 747","y"
287,"섭지코지","",33.4131815,126.9434003,18/05/30,18/05/30,"대한민국","y"
319,"예그리나리조트","",33.5559295,126.7290675,18/06/03,18/06/03,"제주특별자치도 제주시 구좌읍 김녕리 5878","y"
321,"제주공항","제주특별자치도 제주시 공항로 2",33.5066743,126.492329,18/06/03,18/06/03,"제주특별자치도 제주시 용담2동 2002","y"
322,"쉬멍게스트하우스","제주특별자치도 제주시 중구엄길 64",33.4784381,126.37225,18/06/03,18/06/03,"제주특별자치도 제주시 애월읍 구엄리 1203","y"
323,"올티스 다원","제주특별자치도 제주시 거문오름길 23-58",33.4629369,126.7174761,18/06/05,18/06/05,"제주특별자치도 제주시 조천읍 선흘리 412-3","y"
327,"제주공항","제주특별자치도 서귀포시 이어도로 137 갈치명가횟집",33.5047369,126.4923719,18/06/05,18/06/05,"제주특별자치도 제주시 용담2동 1999-8","y"
329,"성산바다","",33.4353623,126.9127449,18/06/05,18/06/05,"제주특별자치도 서귀포시 성산읍 고성리 888-2","y"
330,"해녀밥상","",33.4366588,126.9196213,18/06/05,18/06/05,"제주특별자치도 서귀포시 성산읍 고성리 542-19","y"
342,"제주공항","제주특별자치도 제주시 공항로 2",33.5068975,126.4931878,18/06/06,18/06/06,"제주특별자치도 제주시 용담2동 2002","y"
304,"공항","제주특별자치도 제주시 공항로 2",33.5065935,126.4928303,18/05/31,18/05/31,"제주특별자치도 제주시 용담2동 2002","y"
368,"오설록","",33.2952793,126.2888604,18/06/12,18/06/12,"제주특별자치도 서귀포시 대정읍 구억리 1077","y"
343,"탐라렌트카","제주특별자치도 제주시 공항로 5",33.504927,126.4966936,18/06/06,18/06/06,"제주특별자치도 제주시 용담2동 1588-6","y"
385,"영해식당","제주특별자치도 서귀포시 하모상가로 34-3 다모아골드",33.2214019,126.2524863,18/06/15,18/06/15,"제주특별자치도 서귀포시 대정읍 하모리 923-4","y"
387,"제주한화리조트","제주특별자치도 제주시 명림로 575-107 한화리조트",33.4482999,126.6376619,18/06/16,18/06/16,"제주특별자치도 제주시 봉개동 3-16","y"
390,"비스타케이호텔","제주특별자치도 서귀포시 중산간동로 7965",33.2785158,126.5275284,18/06/17,18/06/17,"제주특별자치도 서귀포시 대륜동 2126","y"
388,"비스타케이호텔","",33.2440706,126.5591667,18/06/17,18/06/17,"제주특별자치도 서귀포시 천지동 676","y"
389,"비스타케이호텔","제주특별자치도 서귀포시 중산간동로 7965",33.2785158,126.5275284,18/06/17,18/06/17,"제주특별자치도 서귀포시 대륜동 2126","y"
414,"명송 리조트","제주특별자치도 제주시 비자림로 1220 명송리조트",33.4346122,126.7358047,18/06/18,18/06/18,"제주특별자치도 제주시 구좌읍 송당리 2610","y"
416,"우도여행","",33.4967503,126.9596949,18/06/18,18/06/18,"제주특별자치도 제주시 우도면 연평리 392","y"
418,"에코랜드","제주특별자치도 제주시 남조로 1982",33.4456932,126.6742543,18/06/18,18/06/18,"제주특별자치도 제주시 조천읍 교래리 385-1","y"
417,"오설록","제주특별자치도 서귀포시 화순서동로 347",33.288643,126.311461,18/06/18,18/06/18,"제주특별자치도 서귀포시 안덕면 서광리 2471","y"
396,"발리 리조트","",33.3889876,126.2498654,18/06/17,18/06/17,"제주특별자치도 제주시 한림읍 협재리 1082","y"
419,"제주항연안여객선터미널","제주특별자치도 제주시 임항로 111 제주항연안여객터미널",33.5194961,126.5349714,18/06/19,18/06/19,"제주특별자치도 제주시 건입동 918-30","y"
398,"제주스테이호텔","제주특별자치도 제주시 무근성7길 22",33.5144537,126.5205641,18/06/18,18/06/18,"제주특별자치도 제주시 삼도2동 1053-15","y"
399,"제주동문재래시장","제주특별자치도 제주시 중앙로13길 25-2 보인빌딩",33.5122385,126.5266831,18/06/18,18/06/18,"제주특별자치도 제주시 일도1동 1481-8","y"
400,"토끼굴 ","제주특별자치도 제주시 한동북1길 9-14",33.540343,126.8262234,18/06/18,18/06/18,"제주특별자치도 제주시 구좌읍 한동리 1502","y"
401,"행온카페","제주특별자치도 제주시 행원로 151",33.5520698,126.8115599,18/06/18,18/06/18,"제주특별자치도 제주시 구좌읍 행원리 784-1","y"
402,"제주공항","",33.4984146,126.4927537,18/06/18,18/06/18,"제주특별자치도 제주시 용담2동 1843","y"
403,"한동올레펜션","제주특별자치도 제주시 한동로4길 20-16",33.5356373,126.8211555,18/06/18,18/06/18,"제주특별자치도 제주시 구좌읍 한동리 1891","y"
404,"명경식당","제주특별자치도 서귀포시 화순로 88 화순해장국",33.2472653,126.3370152,18/06/18,18/06/18,"제주특별자치도 서귀포시 안덕면 화순리 322-5","y"
405,"재암식당","제주특별자치도 제주시 협재4길 4",33.3942355,126.2412133,18/06/18,18/06/18,"제주특별자치도 제주시 한림읍 협재리 1748-2","y"
406,"초이호스텔 레이디","제주특별자치도 서귀포시 태평로335번길 5",33.2471527,126.5578042,18/06/18,18/06/18,"제주특별자치도 서귀포시 천지동 316-6","y"
407,"평대랑 그네랑","제주특별자치도 제주시 대수길 22",33.5367838,126.8383045,18/06/18,18/06/18,"제주특별자치도 제주시 구좌읍 평대리 2033-6","y"
408,"다락마마(숙소)","제주특별자치도 제주시 상하도길 46-16",33.5172018,126.8662067,18/06/18,18/06/18,"제주특별자치도 제주시 구좌읍 상도리 558","y"
409,"농협 하나로마트","제주특별자치도 제주시 세평항로 13",33.5245777,126.853198,18/06/18,18/06/18,"제주특별자치도 제주시 구좌읍 평대리 3351-2","y"
410,"삼달리 참꽃네(숙소)","제주특별자치도 서귀포시 삼달로 66",33.3710021,126.8623183,18/06/18,18/06/18,"제주특별자치도 서귀포시 성산읍 삼달리 103-16","y"
411,"올레로펜션(숙소)","제주특별자치도 제주시 내도7길 10-4",33.4939429,126.4425896,18/06/18,18/06/18,"제주특별자치도 제주시 외도동 346","y"
413,"공항","",33.5001577,126.491328,18/06/18,18/06/18,"제주특별자치도 제주시 용담2동 1891-2","y"
307,"도라지식당","제주특별자치도 제주시 연삼로 128",33.4927141,126.505914,18/06/01,18/06/01,"제주특별자치도 제주시 오라동 2112","y"
309,"진주식당","제주특별자치도 서귀포시 태평로 353 진주식당",33.2466038,126.5590756,18/06/01,18/06/01,"제주특별자치도 서귀포시 천지동 314-7","y"
347,"우디하우스","제주특별자치도 제주시 천덕로 153-1",33.4397047,126.3207189,18/06/07,18/06/07,"제주특별자치도 제주시 애월읍 곽지리 229-2","y"
348,"트라인커피","제주특별자치도 제주시 와흘상길 32",33.4939397,126.6333026,18/06/07,18/06/07,"제주특별자치도 제주시 조천읍 와흘리 1908","y"
349,"일루미86","제주특별자치도 제주시 서흘1길 86",33.5321628,126.5920242,18/06/07,18/06/07,"제주특별자치도 제주시 삼양동 966","y"
350,"성이시돌목장","제주특별자치도 제주시 금악동길 35",33.3470258,126.3274326,18/06/07,18/06/07,"제주특별자치도 제주시 한림읍 금악리 124","y"
351,"위미캔들","제주특별자치도 서귀포시 태위로 293-1",33.2761982,126.6783432,18/06/07,18/06/07,"제주특별자치도 서귀포시 남원읍 위미리 959-7","y"
352,"제주기역","제주특별자치도 제주시 협재1길 19-8",33.3975754,126.242536,18/06/08,18/06/08,"제주특별자치도 제주시 한림읍 협재리 1698","y"
353,"제주공항","제주특별자치도 제주시 공항로 2",33.506792,126.4929682,18/06/08,18/06/08,"제주특별자치도 제주시 용담2동 2002","y"
354,"중문올래게스트하우스","제주특별자치도 서귀포시 일주서로 874 그린성콘도민박",33.2585782,126.4172913,18/06/08,18/06/08,"제주특별자치도 서귀포시 예래동 2350","y"
355,"제주공항","제주특별자치도 제주시 공항로 2",33.5069852,126.4928476,18/06/08,18/06/08,"제주특별자치도 제주시 용담2동 2002","y"
356,"오션뷰펜션","제주특별자치도 제주시 공항로 2",33.52516,126.7885445,18/06/08,18/06/08,"제주특별자치도 제주시 구좌읍 행원리 3559","y"
357,"안녕협재씨","제주특별자치도 서귀포시 일주서로 874 그린성콘도민박",33.3989684,126.2453989,18/06/08,18/06/08,"제주특별자치도 제주시 한림읍 협재리 1450-2","y"
358,"이에스리조트 제주","",33.2893719,126.4580858,18/06/08,18/06/08,"제주특별자치도 서귀포시 중문동 산83-3","y"
359,"금오름","제주특별자치도 서귀포시 일주서로 874 그린성콘도민박",33.3536659,126.3061905,18/06/08,18/06/08,"제주특별자치도 제주시 한림읍 금악리 산1-1","y"
365,"서광우리집식당","제주특별자치도 서귀포시 녹차분재로59번길 8",33.2904838,126.3004762,18/06/11,18/06/11,"제주특별자치도 서귀포시 안덕면 서광리 1394-9","y"
364,"제주자연사민속박물관","",33.5064827,126.5330163,18/06/11,18/06/11,"제주특별자치도 제주시 일도2동 833-3","y"
363,"한스패밀리","제주특별자치도 제주시 노형11길 5-5",33.4844972,126.478938,18/06/10,18/06/10,"제주특별자치도 제주시 노형동 3781-7","y"
366,"도착","제주특별자치도 제주시 공항로 2",33.5059983,126.492193,18/06/11,18/06/11,"제주특별자치도 제주시 용담2동 2002","y"
370,"정듬식당(정성듬뿍제주)","제주특별자치도 제주시 삼성로 55",33.5075274,126.5310654,18/06/13,18/06/13,"제주특별자치도 제주시 일도2동 1036-4","y"
371,"수진돌솥밥","제주특별자치도 제주시 삼성로 55",33.2479195,126.5524409,18/06/13,18/06/13,"제주특별자치도 서귀포시 천지동 534-3","y"
378,"푸르다오션펜션","제주특별자치도 제주시 월령3길 39",33.3795583,126.2165496,18/06/15,18/06/15,"제주특별자치도 제주시 한림읍 월령리 330","y"
373,"한림바다체험마을","제주특별자치도 제주시 한림해안로 196 제주해양경찰서한림파출소",33.4195577,126.262879,18/06/14,18/06/14,"제주특별자치도 제주시 한림읍 대림리 2019-17","y"
376,"몽구네민박","제주특별자치도 서귀포시 무릉중앙로 43-11",33.2674813,126.1990941,18/06/14,18/06/14,"제주특별자치도 서귀포시 대정읍 무릉리 3152-2","y"
377,"알동네집","제주특별자치도 제주시 연명로 545",33.3165269,126.2674963,18/06/14,18/06/14,"제주특별자치도 제주시 한경면 저지리 3174","y"
379,"헬스케어타운호텔앤리조트","제주특별자치도 서귀포시 솔오름로 28",33.2851192,126.5574303,18/06/15,18/06/15,"제주특별자치도 서귀포시 동홍동 2029-3","y"
380,"제주공항","제주특별자치도 제주시 공항로 2",33.5069235,126.4928628,18/06/15,18/06/15,"제주특별자치도 제주시 용담2동 2002","y"
384,"신선식당","제주특별자치도 서귀포시 하모중앙로32번길 3 해성가든",33.2252824,126.2522568,18/06/15,18/06/15,"제주특별자치도 서귀포시 대정읍 하모리 1423-20","y"
447,"제주새마을금고연수원","제주특별자치도 제주시 평화로 2175 새마을금고 제주연수원",33.4133575,126.394017,18/06/23,18/06/23,"제주특별자치도 제주시 애월읍 소길리 155-18","y"
496,"삼다해물뚝배기","",33.2543386,126.6161767,18/06/26,18/06/26,"제주특별자치도 서귀포시 효돈동 871-1","y"
497,"해미원 횟집","",33.3239958,126.843831,18/06/26,18/06/26,"제주특별자치도 서귀포시 표선면 표선리 40-87","y"
525,"제주공항","제주특별자치도 제주시 공항로 2",33.506662,126.4929751,18/06/29,18/06/29,"제주특별자치도 제주시 용담2동 2002","y"
625,"방주교회","제주특별자치도 서귀포시 산록남로762번길 113",33.3050432,126.3874115,18/07/07,18/07/07,"제주특별자치도 서귀포시 안덕면 상천리 427","y"
627,"성이시돌목장","제주특별자치도 제주시 금악동길 35",33.3469467,126.3273071,18/07/07,18/07/07,"제주특별자치도 제주시 한림읍 금악리 124","y"
628,"제주오프로드","제주특별자치도 제주시 금악동길 35",33.4893555,126.7184793,18/07/07,18/07/07,"제주특별자치도 제주시 조천읍 선흘리 338-5","y"
629,"성읍랜드(카트라이더)","제주특별자치도 제주시 금악동길 35",33.3881115,126.8058202,18/07/07,18/07/07,"제주특별자치도 서귀포시 표선면 성읍리 975-1","y"
630,"백약이오름","제주특별자치도 제주시 금악동길 35",33.4563393,126.7925369,18/07/07,18/07/07,"제주특별자치도 제주시 구좌읍 송당리 산213-1","y"
631,"사려니숲길(사진)","제주특별자치도 제주시 금악동길 35",33.4222578,126.6268277,18/07/07,18/07/07,"제주특별자치도 제주시 조천읍 교래리 산137-1","y"
632,"월정리해수욕장","제주특별자치도 제주시 월정7길 30",33.5534969,126.7974552,18/07/07,18/07/07,"제주특별자치도 제주시 구좌읍 월정리 112","y"
633,"세화해수욕장","제주특별자치도 제주시 세화7길 23-14",33.5244241,126.8610964,18/07/07,18/07/07,"제주특별자치도 제주시 구좌읍 세화리 1477-9","y"
634,"우도","제주특별자치도 제주시 세화7길 23-14",33.5033385,126.9588142,18/07/07,18/07/07,"제주특별자치도 제주시 우도면 연평리 519-2","y"
635,"성산일출봉","제주특별자치도 제주시 세화7길 23-14",33.4583197,126.9392085,18/07/07,18/07/07,"제주특별자치도 서귀포시 성산읍 성산리 78","y"
636,"섭지코지(산책)","제주특별자치도 제주시 세화7길 23-14",33.4283553,126.9301934,18/07/07,18/07/07,"제주특별자치도 서귀포시 성산읍 고성리 148","y"
637,"간이옥돔역(카페)","제주특별자치도 제주시 세화7길 23-14",33.2852341,126.750019,18/07/07,18/07/07,"제주특별자치도 서귀포시 남원읍 태흥리 364-4","y"
639,"천지연폭포(물놀이)","제주특별자치도 제주시 세화7길 23-14",33.2446809,126.5544793,18/07/07,18/07/07,"제주특별자치도 서귀포시 천지동 582-1","y"
640,"황우지해변","제주특별자치도 제주시 세화7길 23-14",33.2414272,126.5507576,18/07/07,18/07/07,"제주특별자치도 서귀포시 천지동","y"
644,"보롬왓(수국)","제주특별자치도 서귀포시 번영로 2300",33.4145574,126.7515657,18/07/07,18/07/07,"제주특별자치도 서귀포시 표선면 성읍리 3229-1","y"
654,"용두암해수랜드","제주특별자치도 제주시 서해안로 630",33.5160749,126.5043809,18/07/09,18/07/09,"제주특별자치도 제주시 용담2동 1006-3","y"
647,"청호식당","제주특별자치도 제주시 1100로 2070-510 윗세오름대피소",33.4108897,126.9075826,18/07/08,18/07/08,"제주특별자치도 서귀포시 성산읍 온평리 660-2","y"
648,"해피렌터카","제주특별자치도 제주시 오일장서길 76",33.4979326,126.4717869,18/07/08,18/07/08,"제주특별자치도 제주시 도두동 2162-1","y"
651,"한우궁","제주특별자치도 제주시 신대로9길 7",33.4908689,126.4977132,18/07/08,18/07/08,"제주특별자치도 제주시 연동 311-20","y"
652,"제주공항","제주특별자치도 제주시 공항로 2",33.5058061,126.4935107,18/07/09,18/07/09,"제주특별자치도 제주시 용담2동 1462","y"
662,"미라 게스트하우스","제주특별자치도 제주시 용문로17길 9 한양아트빌딩",33.5076484,126.5084509,18/07/09,18/07/09,"제주특별자치도 제주시 용담2동 646-54","y"
668,"마라도가는 여객선","제주특별자치도 서귀포시 중정로61번길 11-1 경림여관",33.2063624,126.2909865,18/07/09,18/07/09,"제주특별자치도 서귀포시 중앙동 292-13","y"
680,"우도등대공원","제주특별자치도 제주시 우도봉길 105",33.4929123,126.9651314,18/07/09,18/07/09,"제주특별자치도 제주시 우도면 연평리 337","y"
678,"제주 공항","",33.4989513,126.492031,18/07/09,18/07/09,"제주특별자치도 제주시 용담2동 1887-1","y"
679,"함덕 해수욕장","제주특별자치도 제주시 함덕19길 13",33.5415462,126.6704142,18/07/09,18/07/09,"제주특별자치도 제주시 조천읍 함덕리 960-22","y"
683,"짱구분식","제주특별자치도 서귀포시 중동로48번길 1-4",33.2501625,126.5671488,18/07/10,18/07/10,"제주특별자치도 서귀포시 중앙동 254-2","y"
684,"공항","제주특별자치도 제주시 공항로 2",33.5069651,126.4928907,18/07/10,18/07/10,"제주특별자치도 제주시 용담2동 2002","y"
424,"퍼스트70호텔","제주특별자치도 서귀포시 명동로 46 글램블루호텔",33.2470353,126.5668401,18/06/19,18/06/19,"제주특별자치도 서귀포시 정방동 182","y"
425,"로타리과자점","제주특별자치도 서귀포시 동문로 14-1",33.2516647,126.5626567,18/06/19,18/06/19,"제주특별자치도 서귀포시 중앙동 286-2","y"
426,"공감","제주특별자치도 서귀포시 516로 1648-87",33.3437268,126.6533817,18/06/19,18/06/19,"제주특별자치도 서귀포시 남원읍 한남리 산2-1","y"
449,"켄싱턴리조트 서귀포점","제주특별자치도 서귀포시 이어도로 684 켄싱턴리조트",33.2343946,126.4892032,18/06/23,18/06/23,"제주특별자치도 서귀포시 대천동 2677","y"
439,"김해국제공항","부산광역시 강서구 공항진입로42번길 54",35.173114,128.9468004,18/06/21,18/06/21,"부산광역시 강서구 대저2동 2350-1","y"
440,"제주국제공항","제주특별자치도 제주시 공항로 2",33.5063761,126.4926946,18/06/21,18/06/21,"제주특별자치도 제주시 용담2동 2002","y"
522,"airport & rent care","",33.500922,126.4923251,18/06/28,18/06/28,"제주특별자치도 제주시 도두동 71","y"
526,"제주공항","",33.5062535,126.49314,18/06/29,18/06/29,"제주특별자치도 제주시 용담2동 2002-7","y"
527,"비자림","",33.4841934,126.8070695,18/06/29,18/06/29,"제주특별자치도 제주시 구좌읍 평대리 산15","y"
528,"용눈이오름","",33.4589583,126.8322102,18/06/29,18/06/29,"제주특별자치도 제주시 구좌읍 종달리 산38","y"
